@relation pandasdata
@attribute Lag_NO_1 real
@attribute Lag_NO_2 real
@attribute Lag_NO_3 real
@attribute Lag_NO_4 real
@attribute Lag_NO_5 real
@attribute Lag_NO_6 real
@attribute Lag_NO_7 real
@attribute Lag_SO2_1 real
@attribute Lag_SO2_2 real
@attribute Lag_SO2_3 real
@attribute Lag_SO2_4 real
@attribute Lag_SO2_5 real
@attribute Lag_SO2_6 real
@attribute Lag_SO2_7 real
@attribute Lag_O3_1 real
@attribute Lag_O3_2 real
@attribute Lag_O3_3 real
@attribute Lag_O3_4 real
@attribute Lag_O3_5 real
@attribute Lag_O3_6 real
@attribute Lag_O3_7 real
@attribute Lag_TMP_1 real
@attribute Lag_TMP_2 real
@attribute Lag_TMP_3 real
@attribute Lag_TMP_4 real
@attribute Lag_TMP_5 real
@attribute Lag_TMP_6 real
@attribute Lag_TMP_7 real
@attribute Lag_HR_1 real
@attribute Lag_HR_2 real
@attribute Lag_HR_3 real
@attribute Lag_HR_4 real
@attribute Lag_HR_5 real
@attribute Lag_HR_6 real
@attribute Lag_HR_7 real
@attribute Lag_NOX_1 real
@attribute Lag_NOX_2 real
@attribute Lag_NOX_3 real
@attribute Lag_NOX_4 real
@attribute Lag_NOX_5 real
@attribute Lag_NOX_6 real
@attribute Lag_NOX_7 real
@attribute Lag_DD_1 real
@attribute Lag_DD_2 real
@attribute Lag_DD_3 real
@attribute Lag_DD_4 real
@attribute Lag_DD_5 real
@attribute Lag_DD_6 real
@attribute Lag_DD_7 real
@attribute Lag_PRB_1 real
@attribute Lag_PRB_2 real
@attribute Lag_PRB_3 real
@attribute Lag_PRB_4 real
@attribute Lag_PRB_5 real
@attribute Lag_PRB_6 real
@attribute Lag_PRB_7 real
@attribute Lag_RS_1 real
@attribute Lag_RS_2 real
@attribute Lag_RS_3 real
@attribute Lag_RS_4 real
@attribute Lag_RS_5 real
@attribute Lag_RS_6 real
@attribute Lag_RS_7 real
@attribute Lag_VV_1 real
@attribute Lag_VV_2 real
@attribute Lag_VV_3 real
@attribute Lag_VV_4 real
@attribute Lag_VV_5 real
@attribute Lag_VV_6 real
@attribute Lag_VV_7 real
@attribute Lag_PM10_1 real
@attribute Lag_PM10_2 real
@attribute Lag_PM10_3 real
@attribute Lag_PM10_4 real
@attribute Lag_PM10_5 real
@attribute Lag_PM10_6 real
@attribute Lag_PM10_7 real
@attribute Lag_NO2_1 real
@attribute Lag_NO2_2 real
@attribute Lag_NO2_3 real
@attribute Lag_NO2_4 real
@attribute Lag_NO2_5 real
@attribute Lag_NO2_6 real
@attribute Lag_NO2_7 real
@attribute NO2 real
@data
4.0,3.0,4.0,4.0,3.0,3.0,3.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,71.0,77.0,73.0,97.0,78.0,76.0,78.0,26.0,26.0,26.0,27.0,26.0,27.0,28.0,76.0,76.0,68.0,66.0,71.0,77.0,76.0,18.0,15.0,18.0,16.0,14.0,11.0,13.0,69.0,45.0,49.0,202.0,42.0,60.0,84.0,1023.0,1023.0,1023.0,1024.0,1025.0,1026.0,1023.0,226.0,246.0,252.0,253.0,218.0,219.0,227.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0,27.0,36.0,27.0,32.0,25.0,49.0,12.0,10.0,12.0,10.0,11.0,7.0,8.0,9.0
3.0,4.0,3.0,4.0,4.0,3.0,3.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,76.0,71.0,77.0,73.0,97.0,78.0,76.0,27.0,26.0,26.0,26.0,27.0,26.0,27.0,79.0,76.0,76.0,68.0,66.0,71.0,77.0,14.0,18.0,15.0,18.0,16.0,14.0,11.0,53.0,69.0,45.0,49.0,202.0,42.0,60.0,1022.0,1023.0,1023.0,1023.0,1024.0,1025.0,1026.0,240.0,226.0,246.0,252.0,253.0,218.0,219.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,39.0,27.0,36.0,27.0,32.0,25.0,9.0,12.0,10.0,12.0,10.0,11.0,7.0,7.0
3.0,3.0,4.0,3.0,4.0,4.0,3.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,82.0,76.0,71.0,77.0,73.0,97.0,78.0,28.0,27.0,26.0,26.0,26.0,27.0,26.0,78.0,79.0,76.0,76.0,68.0,66.0,71.0,12.0,14.0,18.0,15.0,18.0,16.0,14.0,72.0,53.0,69.0,45.0,49.0,202.0,42.0,1021.0,1022.0,1023.0,1023.0,1023.0,1024.0,1025.0,120.0,240.0,226.0,246.0,252.0,253.0,218.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,39.0,27.0,36.0,27.0,32.0,7.0,9.0,12.0,10.0,12.0,10.0,11.0,10.0
4.0,3.0,3.0,4.0,3.0,4.0,4.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,73.0,82.0,76.0,71.0,77.0,73.0,97.0,27.0,28.0,27.0,26.0,26.0,26.0,27.0,80.0,78.0,79.0,76.0,76.0,68.0,66.0,16.0,12.0,14.0,18.0,15.0,18.0,16.0,213.0,72.0,53.0,69.0,45.0,49.0,202.0,1021.0,1021.0,1022.0,1023.0,1023.0,1023.0,1024.0,83.0,120.0,240.0,226.0,246.0,252.0,253.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,33.0,33.0,39.0,27.0,36.0,27.0,10.0,7.0,9.0,12.0,10.0,12.0,10.0,12.0
3.0,4.0,3.0,3.0,4.0,3.0,4.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,54.0,73.0,82.0,76.0,71.0,77.0,73.0,24.0,27.0,28.0,27.0,26.0,26.0,26.0,87.0,80.0,78.0,79.0,76.0,76.0,68.0,16.0,16.0,12.0,14.0,18.0,15.0,18.0,273.0,213.0,72.0,53.0,69.0,45.0,49.0,1020.0,1021.0,1021.0,1022.0,1023.0,1023.0,1023.0,81.0,83.0,120.0,240.0,226.0,246.0,252.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,32.0,33.0,33.0,39.0,27.0,36.0,12.0,10.0,7.0,9.0,12.0,10.0,12.0,14.0
3.0,3.0,4.0,3.0,3.0,4.0,3.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,69.0,54.0,73.0,82.0,76.0,71.0,77.0,22.0,24.0,27.0,28.0,27.0,26.0,26.0,94.0,87.0,80.0,78.0,79.0,76.0,76.0,19.0,16.0,16.0,12.0,14.0,18.0,15.0,229.0,273.0,213.0,72.0,53.0,69.0,45.0,1021.0,1020.0,1021.0,1021.0,1022.0,1023.0,1023.0,67.0,81.0,83.0,120.0,240.0,226.0,246.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,29.0,32.0,33.0,33.0,39.0,27.0,14.0,12.0,10.0,7.0,9.0,12.0,10.0,15.0
3.0,3.0,3.0,4.0,3.0,3.0,4.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,71.0,69.0,54.0,73.0,82.0,76.0,71.0,25.0,22.0,24.0,27.0,28.0,27.0,26.0,81.0,94.0,87.0,80.0,78.0,79.0,76.0,20.0,19.0,16.0,16.0,12.0,14.0,18.0,340.0,229.0,273.0,213.0,72.0,53.0,69.0,1021.0,1021.0,1020.0,1021.0,1021.0,1022.0,1023.0,149.0,67.0,81.0,83.0,120.0,240.0,226.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,12.0,29.0,32.0,33.0,33.0,39.0,15.0,14.0,12.0,10.0,7.0,9.0,12.0,15.0
3.0,3.0,3.0,3.0,4.0,3.0,3.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,73.0,71.0,69.0,54.0,73.0,82.0,76.0,25.0,25.0,22.0,24.0,27.0,28.0,27.0,84.0,81.0,94.0,87.0,80.0,78.0,79.0,21.0,20.0,19.0,16.0,16.0,12.0,14.0,30.0,340.0,229.0,273.0,213.0,72.0,53.0,1023.0,1021.0,1021.0,1020.0,1021.0,1021.0,1022.0,201.0,149.0,67.0,81.0,83.0,120.0,240.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,20.0,12.0,29.0,32.0,33.0,33.0,15.0,15.0,14.0,12.0,10.0,7.0,9.0,15.0
3.0,3.0,3.0,3.0,3.0,4.0,3.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,75.0,73.0,71.0,69.0,54.0,73.0,82.0,25.0,25.0,25.0,22.0,24.0,27.0,28.0,79.0,84.0,81.0,94.0,87.0,80.0,78.0,20.0,21.0,20.0,19.0,16.0,16.0,12.0,44.0,30.0,340.0,229.0,273.0,213.0,72.0,1026.0,1023.0,1021.0,1021.0,1020.0,1021.0,1021.0,160.0,201.0,149.0,67.0,81.0,83.0,120.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,21.0,20.0,12.0,29.0,32.0,33.0,15.0,15.0,15.0,14.0,12.0,10.0,7.0,15.0
4.0,3.0,3.0,3.0,3.0,3.0,4.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,71.0,75.0,73.0,71.0,69.0,54.0,73.0,25.0,25.0,25.0,25.0,22.0,24.0,27.0,77.0,79.0,84.0,81.0,94.0,87.0,80.0,21.0,20.0,21.0,20.0,19.0,16.0,16.0,227.0,44.0,30.0,340.0,229.0,273.0,213.0,1023.0,1026.0,1023.0,1021.0,1021.0,1020.0,1021.0,201.0,160.0,201.0,149.0,67.0,81.0,83.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,23.0,21.0,20.0,12.0,29.0,32.0,15.0,15.0,15.0,15.0,14.0,12.0,10.0,16.0
4.0,4.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,80.0,71.0,75.0,73.0,71.0,69.0,54.0,27.0,25.0,25.0,25.0,25.0,22.0,24.0,74.0,77.0,79.0,84.0,81.0,94.0,87.0,22.0,21.0,20.0,21.0,20.0,19.0,16.0,155.0,227.0,44.0,30.0,340.0,229.0,273.0,1020.0,1023.0,1026.0,1023.0,1021.0,1021.0,1020.0,236.0,201.0,160.0,201.0,149.0,67.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,20.0,23.0,21.0,20.0,12.0,29.0,16.0,15.0,15.0,15.0,15.0,14.0,12.0,12.0
3.0,4.0,4.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,87.0,80.0,71.0,75.0,73.0,71.0,69.0,27.0,27.0,25.0,25.0,25.0,25.0,22.0,75.0,74.0,77.0,79.0,84.0,81.0,94.0,16.0,22.0,21.0,20.0,21.0,20.0,19.0,52.0,155.0,227.0,44.0,30.0,340.0,229.0,1028.0,1020.0,1023.0,1026.0,1023.0,1021.0,1021.0,234.0,236.0,201.0,160.0,201.0,149.0,67.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,33.0,20.0,23.0,21.0,20.0,12.0,12.0,16.0,15.0,15.0,15.0,15.0,14.0,14.0
3.0,3.0,4.0,4.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,60.0,87.0,80.0,71.0,75.0,73.0,71.0,26.0,27.0,27.0,25.0,25.0,25.0,25.0,79.0,75.0,74.0,77.0,79.0,84.0,81.0,19.0,16.0,22.0,21.0,20.0,21.0,20.0,15.0,52.0,155.0,227.0,44.0,30.0,340.0,1026.0,1028.0,1020.0,1023.0,1026.0,1023.0,1021.0,220.0,234.0,236.0,201.0,160.0,201.0,149.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,27.0,33.0,20.0,23.0,21.0,20.0,14.0,12.0,16.0,15.0,15.0,15.0,15.0,11.0
4.0,3.0,3.0,4.0,4.0,3.0,3.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,59.0,60.0,87.0,80.0,71.0,75.0,73.0,26.0,26.0,27.0,27.0,25.0,25.0,25.0,81.0,79.0,75.0,74.0,77.0,79.0,84.0,17.0,19.0,16.0,22.0,21.0,20.0,21.0,75.0,15.0,52.0,155.0,227.0,44.0,30.0,1023.0,1026.0,1028.0,1020.0,1023.0,1026.0,1023.0,162.0,220.0,234.0,236.0,201.0,160.0,201.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,25.0,27.0,33.0,20.0,23.0,21.0,11.0,14.0,12.0,16.0,15.0,15.0,15.0,12.0
5.0,4.0,3.0,3.0,4.0,4.0,3.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,57.0,59.0,60.0,87.0,80.0,71.0,75.0,25.0,26.0,26.0,27.0,27.0,25.0,25.0,81.0,81.0,79.0,75.0,74.0,77.0,79.0,19.0,17.0,19.0,16.0,22.0,21.0,20.0,208.0,75.0,15.0,52.0,155.0,227.0,44.0,1020.0,1023.0,1026.0,1028.0,1020.0,1023.0,1026.0,191.0,162.0,220.0,234.0,236.0,201.0,160.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,18.0,25.0,27.0,33.0,20.0,23.0,12.0,11.0,14.0,12.0,16.0,15.0,15.0,14.0
4.0,5.0,4.0,3.0,3.0,4.0,4.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,70.0,57.0,59.0,60.0,87.0,80.0,71.0,26.0,25.0,26.0,26.0,27.0,27.0,25.0,71.0,81.0,81.0,79.0,75.0,74.0,77.0,20.0,19.0,17.0,19.0,16.0,22.0,21.0,237.0,208.0,75.0,15.0,52.0,155.0,227.0,1013.0,1020.0,1023.0,1026.0,1028.0,1020.0,1023.0,118.0,191.0,162.0,220.0,234.0,236.0,201.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,41.0,23.0,18.0,25.0,27.0,33.0,20.0,14.0,12.0,11.0,14.0,12.0,16.0,15.0,7.0
3.0,4.0,5.0,4.0,3.0,3.0,4.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,88.0,70.0,57.0,59.0,60.0,87.0,80.0,25.0,26.0,25.0,26.0,26.0,27.0,27.0,48.0,71.0,81.0,81.0,79.0,75.0,74.0,12.0,20.0,19.0,17.0,19.0,16.0,22.0,288.0,237.0,208.0,75.0,15.0,52.0,155.0,1017.0,1013.0,1020.0,1023.0,1026.0,1028.0,1020.0,244.0,118.0,191.0,162.0,220.0,234.0,236.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,27.0,41.0,23.0,18.0,25.0,27.0,33.0,7.0,14.0,12.0,11.0,14.0,12.0,16.0,12.0
3.0,3.0,4.0,5.0,4.0,3.0,3.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,98.0,88.0,70.0,57.0,59.0,60.0,87.0,26.0,25.0,26.0,25.0,26.0,26.0,27.0,42.0,48.0,71.0,81.0,81.0,79.0,75.0,17.0,12.0,20.0,19.0,17.0,19.0,16.0,253.0,288.0,237.0,208.0,75.0,15.0,52.0,1019.0,1017.0,1013.0,1020.0,1023.0,1026.0,1028.0,236.0,244.0,118.0,191.0,162.0,220.0,234.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,31.0,27.0,41.0,23.0,18.0,25.0,27.0,12.0,7.0,14.0,12.0,11.0,14.0,12.0,13.0
4.0,3.0,3.0,4.0,5.0,4.0,3.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0,72.0,98.0,88.0,70.0,57.0,59.0,60.0,26.0,26.0,25.0,26.0,25.0,26.0,26.0,52.0,42.0,48.0,71.0,81.0,81.0,79.0,19.0,17.0,12.0,20.0,19.0,17.0,19.0,86.0,253.0,288.0,237.0,208.0,75.0,15.0,1021.0,1019.0,1017.0,1013.0,1020.0,1023.0,1026.0,232.0,236.0,244.0,118.0,191.0,162.0,220.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,37.0,31.0,27.0,41.0,23.0,18.0,25.0,13.0,12.0,7.0,14.0,12.0,11.0,14.0,11.0
3.0,4.0,3.0,3.0,4.0,5.0,4.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0,75.0,72.0,98.0,88.0,70.0,57.0,59.0,25.0,26.0,26.0,25.0,26.0,25.0,26.0,68.0,52.0,42.0,48.0,71.0,81.0,81.0,15.0,19.0,17.0,12.0,20.0,19.0,17.0,11.0,86.0,253.0,288.0,237.0,208.0,75.0,1027.0,1021.0,1019.0,1017.0,1013.0,1020.0,1023.0,228.0,232.0,236.0,244.0,118.0,191.0,162.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,26.0,37.0,31.0,27.0,41.0,23.0,18.0,11.0,13.0,12.0,7.0,14.0,12.0,11.0,12.0
4.0,3.0,4.0,3.0,3.0,4.0,5.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,80.0,75.0,72.0,98.0,88.0,70.0,57.0,26.0,25.0,26.0,26.0,25.0,26.0,25.0,62.0,68.0,52.0,42.0,48.0,71.0,81.0,18.0,15.0,19.0,17.0,12.0,20.0,19.0,216.0,11.0,86.0,253.0,288.0,237.0,208.0,1022.0,1027.0,1021.0,1019.0,1017.0,1013.0,1020.0,232.0,228.0,232.0,236.0,244.0,118.0,191.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,32.0,26.0,37.0,31.0,27.0,41.0,23.0,12.0,11.0,13.0,12.0,7.0,14.0,12.0,9.0
2.0,4.0,3.0,4.0,3.0,3.0,4.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,78.0,80.0,75.0,72.0,98.0,88.0,70.0,25.0,26.0,25.0,26.0,26.0,25.0,26.0,77.0,62.0,68.0,52.0,42.0,48.0,71.0,12.0,18.0,15.0,19.0,17.0,12.0,20.0,74.0,216.0,11.0,86.0,253.0,288.0,237.0,1016.0,1022.0,1027.0,1021.0,1019.0,1017.0,1013.0,210.0,232.0,228.0,232.0,236.0,244.0,118.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,38.0,32.0,26.0,37.0,31.0,27.0,41.0,9.0,12.0,11.0,13.0,12.0,7.0,14.0,9.0
3.0,2.0,4.0,3.0,4.0,3.0,3.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,82.0,78.0,80.0,75.0,72.0,98.0,88.0,22.0,25.0,26.0,25.0,26.0,26.0,25.0,72.0,77.0,62.0,68.0,52.0,42.0,48.0,13.0,12.0,18.0,15.0,19.0,17.0,12.0,75.0,74.0,216.0,11.0,86.0,253.0,288.0,1017.0,1016.0,1022.0,1027.0,1021.0,1019.0,1017.0,159.0,210.0,232.0,228.0,232.0,236.0,244.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,24.0,38.0,32.0,26.0,37.0,31.0,27.0,9.0,9.0,12.0,11.0,13.0,12.0,7.0,10.0
3.0,3.0,2.0,4.0,3.0,4.0,3.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,85.0,82.0,78.0,80.0,75.0,72.0,98.0,23.0,22.0,25.0,26.0,25.0,26.0,26.0,74.0,72.0,77.0,62.0,68.0,52.0,42.0,15.0,13.0,12.0,18.0,15.0,19.0,17.0,248.0,75.0,74.0,216.0,11.0,86.0,253.0,1021.0,1017.0,1016.0,1022.0,1027.0,1021.0,1019.0,194.0,159.0,210.0,232.0,228.0,232.0,236.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,19.0,24.0,38.0,32.0,26.0,37.0,31.0,10.0,9.0,9.0,12.0,11.0,13.0,12.0,13.0
4.0,3.0,3.0,2.0,4.0,3.0,4.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,96.0,85.0,82.0,78.0,80.0,75.0,72.0,24.0,23.0,22.0,25.0,26.0,25.0,26.0,60.0,74.0,72.0,77.0,62.0,68.0,52.0,19.0,15.0,13.0,12.0,18.0,15.0,19.0,247.0,248.0,75.0,74.0,216.0,11.0,86.0,1021.0,1021.0,1017.0,1016.0,1022.0,1027.0,1021.0,223.0,194.0,159.0,210.0,232.0,228.0,232.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,33.0,19.0,24.0,38.0,32.0,26.0,37.0,13.0,10.0,9.0,9.0,12.0,11.0,13.0,12.0
4.0,4.0,3.0,3.0,2.0,4.0,3.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,96.0,96.0,85.0,82.0,78.0,80.0,75.0,24.0,24.0,23.0,22.0,25.0,26.0,25.0,68.0,60.0,74.0,72.0,77.0,62.0,68.0,17.0,19.0,15.0,13.0,12.0,18.0,15.0,302.0,247.0,248.0,75.0,74.0,216.0,11.0,1024.0,1021.0,1021.0,1017.0,1016.0,1022.0,1027.0,220.0,223.0,194.0,159.0,210.0,232.0,228.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,31.0,33.0,19.0,24.0,38.0,32.0,26.0,12.0,13.0,10.0,9.0,9.0,12.0,11.0,14.0
4.0,4.0,4.0,3.0,3.0,2.0,4.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,86.0,96.0,96.0,85.0,82.0,78.0,80.0,23.0,24.0,24.0,23.0,22.0,25.0,26.0,75.0,68.0,60.0,74.0,72.0,77.0,62.0,20.0,17.0,19.0,15.0,13.0,12.0,18.0,222.0,302.0,247.0,248.0,75.0,74.0,216.0,1024.0,1024.0,1021.0,1021.0,1017.0,1016.0,1022.0,197.0,220.0,223.0,194.0,159.0,210.0,232.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,36.0,31.0,33.0,19.0,24.0,38.0,32.0,14.0,12.0,13.0,10.0,9.0,9.0,12.0,13.0
4.0,4.0,4.0,4.0,3.0,3.0,2.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,86.0,86.0,96.0,96.0,85.0,82.0,78.0,23.0,23.0,24.0,24.0,23.0,22.0,25.0,73.0,75.0,68.0,60.0,74.0,72.0,77.0,18.0,20.0,17.0,19.0,15.0,13.0,12.0,360.0,222.0,302.0,247.0,248.0,75.0,74.0,1021.0,1024.0,1024.0,1021.0,1021.0,1017.0,1016.0,215.0,197.0,220.0,223.0,194.0,159.0,210.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,35.0,36.0,31.0,33.0,19.0,24.0,38.0,13.0,14.0,12.0,13.0,10.0,9.0,9.0,10.0
3.0,4.0,4.0,4.0,4.0,3.0,3.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,82.0,86.0,86.0,96.0,96.0,85.0,82.0,23.0,23.0,23.0,24.0,24.0,23.0,22.0,77.0,73.0,75.0,68.0,60.0,74.0,72.0,15.0,18.0,20.0,17.0,19.0,15.0,13.0,23.0,360.0,222.0,302.0,247.0,248.0,75.0,1022.0,1021.0,1024.0,1024.0,1021.0,1021.0,1017.0,170.0,215.0,197.0,220.0,223.0,194.0,159.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,32.0,35.0,36.0,31.0,33.0,19.0,24.0,10.0,13.0,14.0,12.0,13.0,10.0,9.0,8.0
3.0,3.0,4.0,4.0,4.0,4.0,3.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,84.0,82.0,86.0,86.0,96.0,96.0,85.0,23.0,23.0,23.0,23.0,24.0,24.0,23.0,73.0,77.0,73.0,75.0,68.0,60.0,74.0,13.0,15.0,18.0,20.0,17.0,19.0,15.0,19.0,23.0,360.0,222.0,302.0,247.0,248.0,1023.0,1022.0,1021.0,1024.0,1024.0,1021.0,1021.0,162.0,170.0,215.0,197.0,220.0,223.0,194.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,22.0,32.0,35.0,36.0,31.0,33.0,19.0,8.0,10.0,13.0,14.0,12.0,13.0,10.0,10.0
3.0,3.0,3.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,9.0,9.0,9.0,8.0,82.0,84.0,82.0,86.0,86.0,96.0,96.0,23.0,23.0,23.0,23.0,23.0,24.0,24.0,76.0,73.0,77.0,73.0,75.0,68.0,60.0,15.0,13.0,15.0,18.0,20.0,17.0,19.0,237.0,19.0,23.0,360.0,222.0,302.0,247.0,1024.0,1023.0,1022.0,1021.0,1024.0,1024.0,1021.0,210.0,162.0,170.0,215.0,197.0,220.0,223.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,24.0,22.0,32.0,35.0,36.0,31.0,33.0,10.0,8.0,10.0,13.0,14.0,12.0,13.0,17.0
5.0,3.0,3.0,3.0,4.0,4.0,4.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,71.0,82.0,84.0,82.0,86.0,86.0,96.0,25.0,23.0,23.0,23.0,23.0,23.0,24.0,69.0,76.0,73.0,77.0,73.0,75.0,68.0,24.0,15.0,13.0,15.0,18.0,20.0,17.0,239.0,237.0,19.0,23.0,360.0,222.0,302.0,1022.0,1024.0,1023.0,1022.0,1021.0,1024.0,1024.0,206.0,210.0,162.0,170.0,215.0,197.0,220.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,38.0,24.0,22.0,32.0,35.0,36.0,31.0,17.0,10.0,8.0,10.0,13.0,14.0,12.0,14.0
4.0,5.0,3.0,3.0,3.0,4.0,4.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,77.0,71.0,82.0,84.0,82.0,86.0,86.0,24.0,25.0,23.0,23.0,23.0,23.0,23.0,77.0,69.0,76.0,73.0,77.0,73.0,75.0,20.0,24.0,15.0,13.0,15.0,18.0,20.0,118.0,239.0,237.0,19.0,23.0,360.0,222.0,1023.0,1022.0,1024.0,1023.0,1022.0,1021.0,1024.0,169.0,206.0,210.0,162.0,170.0,215.0,197.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,46.0,38.0,24.0,22.0,32.0,35.0,36.0,14.0,17.0,10.0,8.0,10.0,13.0,14.0,11.0
3.0,4.0,5.0,3.0,3.0,3.0,4.0,8.0,7.0,8.0,8.0,8.0,8.0,9.0,79.0,77.0,71.0,82.0,84.0,82.0,86.0,24.0,24.0,25.0,23.0,23.0,23.0,23.0,80.0,77.0,69.0,76.0,73.0,77.0,73.0,16.0,20.0,24.0,15.0,13.0,15.0,18.0,26.0,118.0,239.0,237.0,19.0,23.0,360.0,1025.0,1023.0,1022.0,1024.0,1023.0,1022.0,1021.0,139.0,169.0,206.0,210.0,162.0,170.0,215.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,24.0,46.0,38.0,24.0,22.0,32.0,35.0,11.0,14.0,17.0,10.0,8.0,10.0,13.0,13.0
3.0,3.0,4.0,5.0,3.0,3.0,3.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,73.0,79.0,77.0,71.0,82.0,84.0,82.0,23.0,24.0,24.0,25.0,23.0,23.0,23.0,76.0,80.0,77.0,69.0,76.0,73.0,77.0,19.0,16.0,20.0,24.0,15.0,13.0,15.0,13.0,26.0,118.0,239.0,237.0,19.0,23.0,1027.0,1025.0,1023.0,1022.0,1024.0,1023.0,1022.0,169.0,139.0,169.0,206.0,210.0,162.0,170.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,20.0,24.0,46.0,38.0,24.0,22.0,32.0,13.0,11.0,14.0,17.0,10.0,8.0,10.0,14.0
3.0,3.0,3.0,4.0,5.0,3.0,3.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,77.0,73.0,79.0,77.0,71.0,82.0,84.0,23.0,23.0,24.0,24.0,25.0,23.0,23.0,76.0,76.0,80.0,77.0,69.0,76.0,73.0,19.0,19.0,16.0,20.0,24.0,15.0,13.0,7.0,13.0,26.0,118.0,239.0,237.0,19.0,1026.0,1027.0,1025.0,1023.0,1022.0,1024.0,1023.0,140.0,169.0,139.0,169.0,206.0,210.0,162.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,19.0,20.0,24.0,46.0,38.0,24.0,22.0,14.0,13.0,11.0,14.0,17.0,10.0,8.0,10.0
